dataset,query_size,query_mode,query_index,elapsed_execution_time,filter_time,plan_time,enumerate_time,n_embeddings,order,max_task_time,n_intersections
friendster,16,sparse,70,0.094452,2.23272,23.7299,0.998464,31981205964,5 13 6 12 14 15 0 4 10 7 11 2 1 9 3 8 ,0.0175511,189432.0
friendster,16,dense,35,0.464058,2.08896,35.4935,1.22996,778204305023,3 10 12 15 13 14 11 0 8 7 4 1 2 9 6 5 ,0.407801,386091.0
friendster,16,sparse,23,0.112739,2.09538,54.9988,1.39862,10203571031,10 8 11 5 14 13 6 9 12 3 7 0 15 4 2 1 ,0.0526,264537.0
friendster,16,dense,85,0.0843647,2.27714,22.3207,1.13746,40272,10 0 4 9 5 7 1 14 13 2 8 6 3 11 12 15 ,0.0175122,211675.0
friendster,16,sparse,78,0.11309,1.95051,29.3461,1.07395,84205734772735,3 5 8 13 12 7 14 11 1 15 10 4 0 6 9 2 ,0.0474809,232610.0
friendster,16,sparse,80,1.02539,2.09539,73.5031,3.25388,5908429343,10 2 9 8 11 7 5 14 1 13 3 12 6 0 15 4 ,0.969706,1398405.0
friendster,16,dense,50,0.154578,2.22214,58.9525,1.20478,27491272,1 8 3 0 7 10 11 4 2 5 6 13 15 9 12 14 ,0.0928391,226757.0
friendster,16,dense,15,0.121441,2.12296,74.883,1.02301,599506504486,9 1 0 5 6 7 11 10 8 13 3 14 4 12 15 2 ,0.0624195,205023.0
friendster,16,sparse,55,0.12624,2.05534,94.3792,1.67398,2122363929623,1 6 4 12 5 3 7 13 14 15 10 2 8 11 9 0 ,0.0682173,327694.0
friendster,16,dense,49,0.13069,2.15805,37.1961,1.04922,4423829466,1 10 7 11 13 12 9 14 15 2 0 4 8 3 5 6 ,0.0852281,219965.0
friendster,16,sparse,42,0.106409,2.10249,176.945,1.13549,144241022510,7 4 13 9 8 1 6 14 2 3 10 15 5 0 12 11 ,0.0542346,222622.0
friendster,16,sparse,3,2.42611,2.06128,73.3379,9.38674,2598835116477,11 1 10 7 0 4 13 3 14 8 2 15 9 5 12 6 ,2.33164,2485149.0
friendster,16,dense,45,0.086243,2.02706,39.292,0.895845,2710804,5 2 3 4 8 1 7 6 0 14 15 13 9 11 12 10 ,0.0149749,159368.0
friendster,16,dense,37,0.0844137,2.19228,49.0588,0.960369,725605749,13 10 8 14 9 15 12 11 0 4 6 2 1 7 3 5 ,0.0168426,156133.0
friendster,16,sparse,75,0.0759198,2.15546,53.0495,0.936567,24910167,3 2 8 10 15 5 9 12 11 14 0 13 6 1 7 4 ,0.0201297,175558.0
friendster,16,dense,69,0.0655106,2.40055,69.3538,0.861357,2,6 4 0 10 11 1 5 9 3 2 7 12 8 13 14 15 ,0.0177519,147145.0
friendster,16,sparse,96,3.2734,2.02441,132.554,14.1569,547149957058,8 2 4 7 11 6 9 12 14 5 1 0 13 10 15 3 ,3.22504,3255484.0
friendster,16,sparse,82,17.0998,2.12035,219.833,37.3178,2773052751610,4 11 0 14 10 12 15 3 6 1 9 7 8 13 5 2 ,17.0401,12143303.0
friendster,16,dense,6,0.0676598,2.33092,61.2472,0.959623,38,7 12 5 14 8 3 15 10 11 13 2 4 9 6 0 1 ,0.0180941,149995.0
friendster,16,sparse,77,1.4428,2.03761,137.758,5.448,7334826708751,13 7 10 12 8 15 14 3 9 2 1 4 11 5 0 6 ,1.38875,1361851.0
friendster,16,dense,2,0.0882235,2.21071,41.6947,0.995447,55483017,3 7 9 10 8 5 1 6 11 0 4 2 12 13 14 15 ,0.0272847,146740.0
friendster,16,dense,46,0.0836086,2.31258,36.2508,1.06153,1,6 2 9 3 7 10 4 8 1 11 5 13 0 12 15 14 ,0.0157581,197854.0
friendster,16,sparse,48,1.22648,2.1629,91.1935,8.37476,903853284077,1 9 0 14 6 13 7 10 8 2 3 5 15 4 12 11 ,1.15951,2805984.0
friendster,16,dense,81,0.07556,2.2883,33.6331,0.778045,344,5 7 13 9 12 11 4 1 6 2 3 0 14 8 10 15 ,0.0130601,134593.0
friendster,16,sparse,54,0.0981185,1.97929,45.2549,0.996068,10111623379454,2 9 10 1 14 12 4 3 0 7 5 13 11 6 8 15 ,0.0200813,190529.0
friendster,16,sparse,41,0.0879233,2.10833,118.67,1.00503,3623934,3 11 5 2 9 8 0 1 14 4 7 10 6 12 15 13 ,0.0446795,218442.0
